ad_id,reporting_start,reporting_end,campaign_id,fb_campaign_id,age,gender,interest1,interest2,interest3,impressions,clicks,spent,total_conversion,approved_conversion,CTR
776494,21/08/2017,21/08/2017,936,115513,30-34,M,15,16,16,7015.0,0,0.0,1.0,0.0,0.0
776515,21/08/2017,21/08/2017,936,115517,45-49,F,65,68,68,12706.0,3,4.98999989,1.0,1.0,0.00023610892491736187
776519,21/08/2017,21/08/2017,936,115517,45-49,F,65,71,67,70702.0,20,31.7099998,1.0,0.0,0.00028287742920992336
776533,21/08/2017,21/08/2017,936,115520,45-49,F,63,64,68,63927.0,16,25.52000046,2.0,0.0,0.00025028548187776685
776534,21/08/2017,21/08/2017,936,115520,45-49,F,63,69,67,15105.0,3,4.25999999,1.0,0.0,0.00019860973187686197
776538,21/08/2017,21/08/2017,936,115521,30-34,F,15,16,19,8774.0,1,1.830000043,1.0,0.0,0.00011397310234784591
776551,21/08/2017,21/08/2017,936,115523,30-34,F,16,18,22,14459.0,1,1.389999986,1.0,0.0,6.916107614634484e-05
776552,22/08/2017,22/08/2017,936,115523,30-34,F,16,17,18,21596.0,2,2.809999943,1.0,0.0,9.260974254491573e-05
776553,22/08/2017,22/08/2017,936,115523,30-34,F,16,21,17,66765.0,8,11.04999971,1.0,0.0,0.00011982326069048154
776563,23/08/2017,23/08/2017,936,115525,30-34,F,7,9,13,1369.0,0,0.0,1.0,1.0,0.0
776579,23/08/2017,23/08/2017,936,115527,30-34,F,10,13,14,26910.0,5,7.229999781,1.0,0.0,0.0001858045336306206
776603,23/08/2017,23/08/2017,936,115531,30-34,F,2,3,6,506.0,0,0.0,1.0,0.0,0.0
776615,23/08/2017,23/08/2017,936,115533,45-49,M,63,66,68,11988.0,3,4.269999862,1.0,0.0,0.00025025025025025025
776623,23/08/2017,23/08/2017,936,115535,45-49,M,64,69,65,19353.0,6,9.4799999,1.0,1.0,0.0003100294527980158
776631,23/08/2017,23/08/2017,936,115536,40-44,M,29,35,33,10960.0,2,2.890000105,1.0,0.0,0.0001824817518248175
776643,23/08/2017,23/08/2017,936,115538,30-34,M,15,18,18,33491.0,6,10.56999969,2.0,1.0,0.00017915260816338719
776644,23/08/2017,23/08/2017,936,115538,30-34,M,15,21,20,20083.0,2,3.200000048,2.0,1.0,9.958671513220136e-05
776659,23/08/2017,23/08/2017,936,115541,30-34,M,16,19,22,8817.0,0,0.0,1.0,1.0,0.0
776661,23/08/2017,23/08/2017,936,115541,30-34,M,16,18,22,15466.0,1,0.970000029,1.0,0.0,6.46579593948015e-05
776662,22/08/2017,22/08/2017,936,115541,30-34,M,16,18,22,27072.0,3,4.370000005,1.0,0.0,0.00011081560283687943
776663,22/08/2017,22/08/2017,936,115541,30-34,M,16,19,22,15753.0,1,0.569999993,1.0,1.0,6.347997206881229e-05
776668,22/08/2017,22/08/2017,936,115542,40-44,M,19,21,24,3523.0,1,1.809999943,1.0,1.0,0.0002838489923360772
776685,22/08/2017,22/08/2017,936,115545,40-44,M,16,22,17,7745.0,0,0.0,1.0,0.0,0.0
776686,22/08/2017,22/08/2017,936,115545,40-44,M,16,17,21,18709.0,2,3.319999933,1.0,0.0,0.00010690042225666791
776687,23/08/2017,23/08/2017,936,115545,40-44,M,16,20,20,8022.0,0,0.0,2.0,1.0,0.0
776696,22/08/2017,22/08/2017,936,115547,30-34,M,10,11,12,7966.0,1,1.179999948,1.0,1.0,0.00012553351744915893
776697,22/08/2017,22/08/2017,936,115547,30-34,M,10,14,13,4132.0,0,0.0,1.0,1.0,0.0
776698,22/08/2017,22/08/2017,936,115547,30-34,M,10,14,16,12785.0,3,4.730000019,2.0,1.0,0.00023464998044583498
776699,27/08/2017,27/08/2017,936,115547,30-34,M,10,16,16,8213.0,1,1.379999995,1.0,1.0,0.00012175818823815901
776722,27/08/2017,27/08/2017,936,115551,30-34,M,2,4,7,545.0,0,0.0,1.0,1.0,0.0
776725,22/08/2017,22/08/2017,936,115552,40-44,M,23,26,27,2479.0,1,1.25999999,1.0,0.0,0.0004033884630899556
776780,22/08/2017,22/08/2017,936,115561,40-44,M,2,4,3,3812.0,2,3.049999952,1.0,0.0,0.0005246589716684155
776793,22/08/2017,22/08/2017,936,115563,45-49,M,21,23,26,1609.0,0,0.0,1.0,0.0,0.0
776799,22/08/2017,22/08/2017,936,115564,45-49,M,20,22,26,10257.0,3,3.579999924,1.0,1.0,0.0002924831822170225
776817,22/08/2017,22/08/2017,936,115567,40-44,M,10,14,16,12356.0,4,6.279999971,1.0,0.0,0.0003237293622531564
776825,23/08/2017,23/08/2017,936,115568,45-49,M,18,23,20,7410.0,1,1.210000038,1.0,0.0,0.0001349527665317139
776829,23/08/2017,23/08/2017,936,115569,45-49,M,16,20,19,140098.0,28,46.63000011,1.0,0.0,0.000199860097931448
776831,22/08/2017,22/08/2017,936,115569,45-49,M,16,18,20,107021.0,20,34.44000012,1.0,0.0,0.00018687921062221434
776840,22/08/2017,22/08/2017,936,115571,35-39,M,36,38,40,2797.0,1,1.289999962,1.0,0.0,0.0003575259206292456
776861,22/08/2017,22/08/2017,936,115574,45-49,M,7,9,12,16461.0,6,9.21999979,1.0,0.0,0.00036449790413705123
776892,30/08/2017,30/08/2017,936,115580,40-44,M,63,66,69,17488.0,5,7.719999909,1.0,0.0,0.0002859103385178408
776928,30/08/2017,30/08/2017,936,115586,35-39,M,10,11,15,9750.0,2,1.5,1.0,1.0,0.00020512820512820512
776935,30/08/2017,30/08/2017,936,115587,45-49,M,36,41,38,1136.0,0,0.0,1.0,1.0,0.0
777105,30/08/2017,30/08/2017,936,115615,45-49,M,63,67,67,4333.0,1,0.180000007,1.0,1.0,0.00023078698361412417
777130,30/08/2017,30/08/2017,936,115619,35-39,M,16,21,22,6260.0,0,0.0,1.0,0.0,0.0
777131,22/08/2017,22/08/2017,936,115619,35-39,M,16,19,21,6359.0,0,0.0,1.0,0.0,0.0
777166,30/08/2017,30/08/2017,936,115625,30-34,M,63,69,65,2383.0,0,0.0,1.0,1.0,0.0
777187,30/08/2017,30/08/2017,936,115629,40-44,M,27,31,28,11292.0,3,5.389999866,1.0,1.0,0.00026567481402763017
777198,30/08/2017,30/08/2017,936,115631,30-34,M,64,70,69,12729.0,4,5.779999852,1.0,0.0,0.000314243067012334
777200,23/08/2017,23/08/2017,936,115631,30-34,M,64,69,70,1898.0,0,0.0,1.0,1.0,0.0
777201,23/08/2017,23/08/2017,936,115631,30-34,M,64,69,65,1882.0,0,0.0,1.0,1.0,0.0
777235,24/08/2017,24/08/2017,936,115637,30-34,M,65,66,67,2883.0,1,0.99000001,1.0,1.0,0.000346860908775581
777248,24/08/2017,24/08/2017,936,115639,30-34,F,7,9,10,3989.0,1,1.279999971,1.0,0.0,0.000250689395838556
777261,24/08/2017,24/08/2017,936,115641,40-44,M,29,31,34,19603.0,4,5.279999971,1.0,1.0,0.00020405040044891087
777382,25/08/2017,25/08/2017,936,115675,40-44,M,24,26,27,3047.0,1,1.379999995,1.0,0.0,0.0003281916639317361
777398,25/08/2017,25/08/2017,936,115677,35-39,M,24,27,30,3029.0,1,1.049999952,1.0,1.0,0.0003301419610432486
777410,25/08/2017,25/08/2017,936,115679,45-49,M,26,29,28,3490.0,1,1.340000033,1.0,1.0,0.00028653295128939826
777482,25/08/2017,25/08/2017,936,115691,45-49,M,28,32,32,2479.0,0,0.0,1.0,0.0,0.0
777495,25/08/2017,25/08/2017,936,115693,40-44,M,19,25,25,19581.0,7,10.42999983,2.0,0.0,0.000357489402992697
777519,24/08/2017,24/08/2017,936,115697,45-49,M,29,34,32,19537.0,5,6.099999905,1.0,0.0,0.00025592465578133796
777625,24/08/2017,24/08/2017,936,115715,45-49,M,16,17,19,59433.0,12,19.65999949,3.0,0.0,0.00020190803089192874
777627,23/08/2017,23/08/2017,936,115715,45-49,M,16,17,19,157534.0,33,56.19000077,2.0,0.0,0.00020947858874909543
777638,23/08/2017,23/08/2017,936,115717,40-44,M,7,10,12,1781.0,0,0.0,1.0,1.0,0.0
777670,23/08/2017,23/08/2017,936,115723,40-44,M,16,19,19,23769.0,4,6.029999852,1.0,0.0,0.00016828642349278473
777673,23/08/2017,23/08/2017,936,115723,40-44,M,16,18,17,7101.0,0,0.0,1.0,0.0,0.0
777742,23/08/2017,23/08/2017,936,115735,35-39,M,64,69,68,4726.0,1,1.830000043,1.0,1.0,0.00021159542953872197
777758,24/08/2017,24/08/2017,936,115737,30-34,M,19,20,20,5209.0,1,0.959999979,2.0,0.0,0.0001919754271453254
777794,24/08/2017,24/08/2017,936,115743,30-34,M,18,23,24,13473.0,3,2.619999945,3.0,0.0,0.00022266755733689602
777816,23/08/2017,23/08/2017,936,115747,40-44,M,2,7,7,500.0,0,0.0,1.0,1.0,0.0
777871,23/08/2017,23/08/2017,936,115756,30-34,M,20,26,23,4616.0,1,1.360000014,1.0,0.0,0.0002166377816291161
777904,30/08/2017,30/08/2017,936,115762,30-34,M,31,32,33,3279.0,0,0.0,1.0,0.0,0.0
777905,30/08/2017,30/08/2017,936,115762,30-34,M,31,36,36,3288.0,0,0.0,1.0,0.0,0.0
778037,28/08/2017,28/08/2017,936,115784,35-39,M,27,29,28,14615.0,4,6.050000191,1.0,0.0,0.00027369141293191924
778048,28/08/2017,28/08/2017,936,115786,30-34,M,27,28,29,56615.0,12,19.88000035,2.0,0.0,0.00021195796167093527
778085,28/08/2017,28/08/2017,936,115792,30-34,M,26,32,31,11735.0,3,4.529999971,1.0,1.0,0.00025564550489987217
778087,28/08/2017,28/08/2017,936,115792,30-34,M,26,30,32,15910.0,5,6.779999852,1.0,0.0,0.00031426775612822125
778112,28/08/2017,28/08/2017,936,115796,35-39,M,29,33,35,11446.0,2,3.090000033,1.0,1.0,0.00017473353136466887
778113,28/08/2017,28/08/2017,936,115796,35-39,M,29,35,35,4595.0,0,0.0,1.0,0.0,0.0
778124,28/08/2017,28/08/2017,936,115798,30-34,M,29,34,32,4871.0,0,0.0,1.0,0.0,0.0
778148,28/08/2017,28/08/2017,936,115802,35-39,M,28,32,30,3199.0,0,0.0,1.0,0.0,0.0
778156,28/08/2017,28/08/2017,936,115804,30-34,M,28,32,31,9388.0,2,3.140000105,1.0,0.0,0.00021303792074989347
778161,27/08/2017,27/08/2017,936,115804,30-34,M,28,31,33,17954.0,6,7.5400002,2.0,1.0,0.0003341873677175003
778208,27/08/2017,27/08/2017,936,115812,40-44,F,29,32,32,2755.0,0,0.0,1.0,0.0,0.0
778264,27/08/2017,27/08/2017,936,115822,40-44,F,27,31,30,8152.0,1,0.99000001,1.0,0.0,0.0001226692836113837
778266,27/08/2017,27/08/2017,936,115822,40-44,F,27,32,28,74542.0,19,34.1500001,1.0,0.0,0.00025488986074964447
778421,27/08/2017,27/08/2017,936,115848,40-44,F,20,21,23,6699.0,2,3.090000033,1.0,0.0,0.0002985520226899537
778422,27/08/2017,27/08/2017,936,115848,40-44,F,20,25,24,11911.0,4,3.959999919,1.0,0.0,0.00033582402820921836
778461,27/08/2017,27/08/2017,936,115854,40-44,M,29,35,33,10090.0,2,2.650000095,1.0,1.0,0.00019821605550049553
778471,27/08/2017,27/08/2017,936,115856,30-34,M,32,35,36,1273.0,0,0.0,1.0,1.0,0.0
778483,27/08/2017,27/08/2017,936,115858,40-44,F,18,24,20,24188.0,5,8.179999828,1.0,0.0,0.00020671407309409625
778529,27/08/2017,27/08/2017,936,115866,30-34,M,31,35,33,2214.0,0,0.0,1.0,0.0,0.0
778556,28/08/2017,28/08/2017,936,115870,40-44,M,32,35,38,9735.0,4,4.130000114,1.0,1.0,0.00041088854648176684
778590,28/08/2017,28/08/2017,936,115876,30-34,M,30,36,36,1371.0,0,0.0,1.0,1.0,0.0
778600,29/08/2017,29/08/2017,936,115878,40-44,F,22,23,25,10750.0,4,5.389999866,1.0,0.0,0.00037209302325581393
778626,29/08/2017,29/08/2017,936,115882,30-34,M,29,33,35,7629.0,1,0.720000029,1.0,1.0,0.00013107877834578582
778628,29/08/2017,29/08/2017,936,115882,30-34,M,29,35,30,4608.0,0,0.0,1.0,0.0,0.0
778674,29/08/2017,29/08/2017,936,115890,35-39,M,29,31,30,3732.0,0,0.0,1.0,0.0,0.0
778689,30/08/2017,30/08/2017,936,115892,30-34,M,28,32,32,7453.0,1,1.679999948,1.0,1.0,0.0001341741580571582
778722,30/08/2017,30/08/2017,936,115898,35-39,F,64,70,67,41785.0,14,19.10000038,1.0,0.0,0.0003350484623668781
778737,30/08/2017,30/08/2017,936,115900,35-39,M,27,32,30,8077.0,2,3.579999924,1.0,1.0,0.0002476166893648632
778756,30/08/2017,30/08/2017,936,115904,35-39,F,63,65,65,5602.0,1,1.580000043,1.0,0.0,0.0001785076758300607
778804,30/08/2017,30/08/2017,936,115912,30-34,M,26,29,29,6184.0,2,2.75,1.0,1.0,0.0003234152652005175
778808,29/08/2017,29/08/2017,936,115912,30-34,M,26,28,29,1738.0,0,0.0,1.0,0.0,0.0
778964,29/08/2017,29/08/2017,936,115938,35-39,F,27,33,28,112460.0,25,41.29000068,1.0,0.0,0.00022230126267117198
779057,29/08/2017,29/08/2017,936,115954,40-44,M,15,21,21,4414.0,0,0.0,1.0,0.0,0.0
779106,28/08/2017,28/08/2017,936,115962,35-39,F,30,35,36,14670.0,7,9.410000324,1.0,0.0,0.00047716428084526244
779438,28/08/2017,28/08/2017,936,116031,30-34,F,64,66,69,33144.0,9,13.40999985,1.0,0.0,0.0002715423606082549
779453,29/08/2017,29/08/2017,936,116033,45-49,M,64,68,70,4397.0,1,0.949999988,1.0,0.0,0.00022742779167614282
779488,29/08/2017,29/08/2017,936,116039,45-49,M,65,68,69,1006.0,0,0.0,1.0,0.0,0.0
779573,29/08/2017,29/08/2017,936,116053,35-39,F,10,13,16,89527.0,24,32.28999996,1.0,0.0,0.0002680755526265819
779608,29/08/2017,29/08/2017,936,116059,35-39,F,15,18,16,2459.0,0,0.0,1.0,0.0,0.0
779609,29/08/2017,29/08/2017,936,116059,35-39,F,15,20,18,7116.0,2,1.730000019,1.0,1.0,0.0002810567734682406
779622,29/08/2017,29/08/2017,936,116061,30-34,F,15,18,17,8613.0,1,0.889999986,2.0,0.0,0.00011610356437942645
779631,19/08/2017,19/08/2017,936,116063,35-39,F,16,19,18,9730.0,1,1.379999995,1.0,0.0,0.00010277492291880781
779644,19/08/2017,19/08/2017,936,116065,30-34,F,16,20,20,51816.0,8,10.2299999,2.0,1.0,0.0001543924656476764
779645,22/08/2017,22/08/2017,936,116065,30-34,F,16,21,20,27289.0,3,4.429999828,1.0,0.0,0.00010993440580453663
779715,22/08/2017,22/08/2017,936,116077,30-34,F,29,32,33,20409.0,4,3.829999924,1.0,0.0,0.0001959919643294625
779716,22/08/2017,22/08/2017,936,116077,30-34,F,29,32,34,8044.0,1,1.110000014,1.0,0.0,0.00012431626056688214
779738,22/08/2017,22/08/2017,936,116081,30-34,F,28,32,33,15645.0,4,5.349999905,1.0,0.0,0.0002556727388942154
779778,22/08/2017,22/08/2017,936,116087,30-34,F,31,37,34,2466.0,0,0.0,2.0,2.0,0.0
779789,22/08/2017,22/08/2017,936,116089,45-49,M,10,14,13,11611.0,3,3.950000048,1.0,1.0,0.00025837567823615537
779824,22/08/2017,22/08/2017,936,116095,45-49,M,7,13,9,9375.0,3,4.019999981,1.0,0.0,0.00032
779871,22/08/2017,22/08/2017,936,116103,30-34,F,32,37,34,4402.0,1,1.330000043,1.0,1.0,0.00022716946842344388
779918,22/08/2017,22/08/2017,936,116111,30-34,F,18,23,24,8469.0,2,3.089999914,1.0,0.0,0.0002361553902467824
779922,22/08/2017,22/08/2017,936,116111,30-34,F,18,22,24,5823.0,1,1.419999957,1.0,1.0,0.0001717327837884252
779944,21/08/2017,21/08/2017,936,116115,35-39,M,10,13,16,2549.0,0,0.0,1.0,0.0,0.0
779979,21/08/2017,21/08/2017,936,116121,35-39,M,16,17,21,25817.0,4,6.019999981,1.0,0.0,0.00015493666963628617
779995,21/08/2017,21/08/2017,936,116123,30-34,F,20,24,25,1961.0,0,0.0,1.0,0.0,0.0
780064,21/08/2017,21/08/2017,936,116135,30-34,F,22,24,25,2554.0,0,0.0,1.0,0.0,0.0
780104,21/08/2017,21/08/2017,936,116147,30-34,F,25,27,26,4971.0,1,1.230000019,1.0,1.0,0.0002011667672500503
780199,22/08/2017,22/08/2017,936,116163,35-39,F,23,28,27,1030.0,0,0.0,1.0,1.0,0.0
780318,22/08/2017,22/08/2017,936,116183,45-49,F,29,32,31,162341.0,56,77.07999969,3.0,0.0,0.00034495290776821627
780323,21/08/2017,21/08/2017,936,116183,45-49,F,29,35,34,24542.0,7,9.329999924,1.0,0.0,0.0002852253280091272
780486,21/08/2017,21/08/2017,936,116216,30-34,F,65,69,71,2879.0,0,0.0,1.0,1.0,0.0
780498,22/08/2017,22/08/2017,936,116218,30-34,F,64,65,68,13621.0,3,4.090000033,1.0,0.0,0.0002202481462447691
780511,23/08/2017,23/08/2017,936,116220,30-34,F,63,65,66,6175.0,1,1.370000005,2.0,1.0,0.00016194331983805668
780629,24/08/2017,24/08/2017,936,116240,30-34,F,28,34,34,2963.0,0,0.0,1.0,0.0,0.0
780653,24/08/2017,24/08/2017,936,116244,30-34,F,29,33,35,9076.0,1,1.379999995,1.0,1.0,0.00011018069634200089
780655,24/08/2017,24/08/2017,936,116244,30-34,F,29,33,34,20941.0,4,5.909999967,1.0,1.0,0.00019101284561386754
780666,24/08/2017,24/08/2017,936,116246,45-49,F,10,13,13,3462.0,0,0.0,1.0,0.0,0.0
780681,24/08/2017,24/08/2017,936,116248,30-34,F,26,29,29,4073.0,0,0.0,1.0,1.0,0.0
780700,18/08/2017,18/08/2017,936,116252,30-34,F,27,33,30,3745.0,0,0.0,1.0,0.0,0.0
780748,18/08/2017,18/08/2017,936,116265,30-34,F,24,26,28,830.0,0,0.0,1.0,0.0,0.0
780759,18/08/2017,18/08/2017,936,116267,45-49,F,18,24,22,2912.0,0,0.0,1.0,0.0,0.0
780760,24/08/2017,24/08/2017,936,116267,45-49,F,18,23,22,17167.0,5,6.910000086,1.0,0.0,0.00029125648045669016
780797,24/08/2017,24/08/2017,936,116273,30-34,F,22,25,25,24491.0,7,9.539999962,1.0,0.0,0.00028581928055203954
780799,23/08/2017,23/08/2017,936,116273,30-34,F,22,24,26,44699.0,13,17.30000037,2.0,0.0,0.00029083424685115997
780821,23/08/2017,23/08/2017,936,116277,30-34,F,23,24,25,6469.0,2,1.309999943,1.0,0.0,0.0003091667954861648
780830,23/08/2017,23/08/2017,936,116279,45-49,F,16,17,17,16053.0,3,4.079999924,1.0,1.0,0.00018688095683049897
780835,23/08/2017,23/08/2017,936,116279,45-49,F,16,21,21,54724.0,12,17.92999995,1.0,1.0,0.0002192822162122652
780867,23/08/2017,23/08/2017,936,116285,30-34,F,21,27,26,4706.0,1,1.220000029,1.0,0.0,0.00021249468763280918
780974,23/08/2017,23/08/2017,936,116303,40-44,F,32,38,36,8316.0,3,4.569999933,1.0,1.0,0.00036075036075036075
781066,23/08/2017,23/08/2017,936,116323,40-44,F,22,26,25,5794.0,2,2.269999981,1.0,0.0,0.00034518467380048324
781114,23/08/2017,23/08/2017,936,116331,40-44,F,18,24,22,4813.0,1,1.029999971,1.0,0.0,0.00020777062123415748
781159,23/08/2017,23/08/2017,936,116339,40-44,F,10,15,11,85285.0,26,36.13000035,1.0,0.0,0.00030486017470833087
781162,21/08/2017,21/08/2017,936,116339,40-44,F,10,11,13,5839.0,1,1.370000005,1.0,0.0,0.00017126220243192326
781175,21/08/2017,21/08/2017,936,116341,40-44,F,15,16,21,5859.0,1,1.539999962,1.0,0.0,0.00017067759003242875
781187,18/08/2017,18/08/2017,936,116343,40-44,F,16,22,19,164118.0,41,59.06999993,1.0,0.0,0.00024982025128261374
781195,18/08/2017,18/08/2017,936,116345,35-39,F,63,67,69,18234.0,6,7.810000062,1.0,0.0,0.0003290556103981573
781207,18/08/2017,18/08/2017,936,116347,35-39,F,64,67,70,2755.0,0,0.0,1.0,0.0,0.0
781303,19/08/2017,19/08/2017,936,116363,35-39,F,27,29,30,73676.0,20,28.5,1.0,0.0,0.00027145881969705196
781305,19/08/2017,19/08/2017,936,116363,35-39,F,27,30,28,18421.0,7,10.07999992,1.0,0.0,0.00038000108571738776
781327,19/08/2017,19/08/2017,936,116367,35-39,F,29,35,35,164754.0,49,67.97999978,2.0,1.0,0.0002974131128834505
781353,19/08/2017,19/08/2017,936,116371,35-39,F,10,13,15,7449.0,1,1.639999986,1.0,1.0,0.00013424620754463686
781354,19/08/2017,19/08/2017,936,116371,35-39,F,10,14,16,6424.0,1,0.529999971,1.0,0.0,0.00015566625155666251
781438,18/08/2017,18/08/2017,936,116385,30-34,M,63,65,68,2086.0,0,0.0,1.0,0.0,0.0
781470,18/08/2017,18/08/2017,936,116391,35-39,M,16,17,18,6016.0,0,0.0,1.0,0.0,0.0
781499,18/08/2017,18/08/2017,936,116395,35-39,M,15,21,20,6412.0,1,1.370000005,1.0,0.0,0.00015595757953836556
781508,24/08/2017,24/08/2017,936,116397,30-34,F,63,68,64,5040.0,1,1.440000057,1.0,0.0,0.0001984126984126984
781556,24/08/2017,24/08/2017,936,116405,30-34,F,32,37,36,1772.0,0,0.0,1.0,0.0,0.0
781559,18/08/2017,18/08/2017,936,116405,30-34,F,32,38,34,1783.0,0,0.0,1.0,0.0,0.0
781606,18/08/2017,18/08/2017,936,116413,35-39,M,20,21,24,8200.0,3,3.919999957,1.0,0.0,0.00036585365853658537
781690,18/08/2017,18/08/2017,936,116427,45-49,F,26,28,30,115896.0,38,49.44000006,1.0,0.0,0.00032788016842686546
781811,18/08/2017,18/08/2017,936,116447,35-39,F,16,17,22,10186.0,1,1.230000019,1.0,1.0,9.817396426467701e-05
781857,18/08/2017,18/08/2017,936,116455,30-34,M,20,21,24,9134.0,3,4.180000067,2.0,0.0,0.00032844317932997593
781858,18/08/2017,18/08/2017,936,116455,30-34,M,20,25,22,3385.0,1,1.440000057,1.0,1.0,0.0002954209748892171
781907,19/08/2017,19/08/2017,936,116463,45-49,F,21,27,23,1314.0,0,0.0,1.0,0.0,0.0
781928,19/08/2017,19/08/2017,936,116467,30-34,M,18,21,22,2916.0,0,0.0,1.0,1.0,0.0
781929,20/08/2017,20/08/2017,936,116467,30-34,M,18,21,21,6142.0,1,1.330000043,1.0,0.0,0.00016281341582546403
781950,20/08/2017,20/08/2017,936,116471,30-34,F,20,26,21,1984.0,0,0.0,1.0,0.0,0.0
781999,20/08/2017,20/08/2017,936,116479,30-34,M,24,30,29,9142.0,3,3.749999881,1.0,0.0,0.00032815576460293154
782001,20/08/2017,20/08/2017,936,116479,30-34,M,24,30,28,5475.0,2,2.730000019,1.0,1.0,0.00036529680365296805
782022,20/08/2017,20/08/2017,936,116483,30-34,F,18,24,20,8254.0,2,2.320000052,1.0,1.0,0.000242306760358614
782026,21/08/2017,21/08/2017,936,116483,30-34,F,18,24,20,5704.0,1,1.320000052,1.0,0.0,0.0001753155680224404
782130,21/08/2017,21/08/2017,936,116501,30-34,F,16,18,21,7301.0,0,0.0,1.0,0.0,0.0
782134,21/08/2017,21/08/2017,936,116501,30-34,F,16,19,21,37873.0,5,6.169999957,1.0,1.0,0.00013202017268238586
782135,20/08/2017,20/08/2017,936,116501,30-34,F,16,20,17,25267.0,4,4.940000057,2.0,1.0,0.0001583092571338109
782171,20/08/2017,20/08/2017,936,116507,30-34,F,30,31,32,535.0,0,0.0,1.0,0.0,0.0
782180,19/08/2017,19/08/2017,936,116509,30-34,M,29,34,30,3396.0,0,0.0,1.0,0.0,0.0
782219,19/08/2017,19/08/2017,936,116515,30-34,M,26,27,32,977.0,0,0.0,1.0,0.0,0.0
782228,19/08/2017,19/08/2017,936,116517,40-44,F,63,64,66,12318.0,5,6.340000153,1.0,1.0,0.00040591005033284623
782242,19/08/2017,19/08/2017,936,116519,30-34,F,28,34,31,4783.0,1,0.860000014,1.0,0.0,0.0002090738030524775
782275,19/08/2017,19/08/2017,936,116525,30-34,F,29,31,30,6475.0,1,1.350000024,1.0,0.0,0.00015444015444015445
782337,20/08/2017,20/08/2017,936,116535,45-49,F,16,18,19,104578.0,29,39.25000095,1.0,1.0,0.00027730497810246895
782407,20/08/2017,20/08/2017,936,116547,45-49,F,10,12,11,33664.0,11,12.51000035,1.0,0.0,0.0003267585551330798
782443,20/08/2017,20/08/2017,936,116553,40-44,F,20,25,24,979.0,0,0.0,1.0,0.0,0.0
782541,20/08/2017,20/08/2017,936,116569,40-44,F,28,29,30,7337.0,3,4.079999924,1.0,0.0,0.0004088864658579801
782587,18/08/2017,18/08/2017,936,116577,30-34,M,10,13,16,2499.0,0,0.0,1.0,0.0,0.0
782647,18/08/2017,18/08/2017,936,116587,40-44,F,27,33,30,11244.0,3,4.550000191,1.0,0.0,0.00026680896478121667
782658,23/08/2017,23/08/2017,936,116589,30-34,M,15,17,19,4827.0,0,0.0,1.0,0.0,0.0
782694,23/08/2017,23/08/2017,936,116595,35-39,F,29,31,35,29035.0,7,8.910000086,2.0,2.0,0.00024108834165662132
782706,23/08/2017,23/08/2017,936,116597,35-39,F,30,32,32,761.0,0,0.0,1.0,0.0,0.0
782754,23/08/2017,23/08/2017,936,116605,35-39,F,26,31,32,6532.0,1,1.610000014,1.0,0.0,0.00015309246785058175
782815,23/08/2017,23/08/2017,936,116615,40-44,F,10,16,15,11537.0,3,4.300000191,1.0,0.0,0.00026003293750541737
782816,23/08/2017,23/08/2017,936,116615,40-44,F,10,13,11,12183.0,3,2.869999945,1.0,0.0,0.0002462447672986949
782862,23/08/2017,23/08/2017,936,116623,35-39,F,64,70,67,5912.0,1,1.559999943,1.0,1.0,0.00016914749661705008
950068,23/08/2017,23/08/2017,936,123438,30-34,M,10,12,13,4012.0,1,1.570000052,1.0,0.0,0.0002492522432701894
950078,22/08/2017,22/08/2017,936,123440,30-34,M,16,22,17,12396.0,2,3.210000038,2.0,1.0,0.00016134236850596966
950079,22/08/2017,22/08/2017,936,123440,30-34,M,16,20,22,3142.0,0,0.0,2.0,2.0,0.0
950099,22/08/2017,22/08/2017,936,123443,30-34,M,18,23,23,1120.0,0,0.0,1.0,0.0,0.0
950109,22/08/2017,22/08/2017,936,123445,30-34,M,20,24,22,343.0,0,0.0,1.0,1.0,0.0
950170,22/08/2017,22/08/2017,936,123455,30-34,M,15,19,16,1720.0,0,0.0,1.0,1.0,0.0
950179,22/08/2017,22/08/2017,936,123457,30-34,M,16,22,19,3423.0,0,0.0,1.0,1.0,0.0
950182,22/08/2017,22/08/2017,936,123457,30-34,M,16,20,19,3242.0,0,0.0,1.0,0.0,0.0
950183,22/08/2017,22/08/2017,936,123457,30-34,M,16,22,19,15720.0,1,1.379999995,1.0,0.0,6.361323155216285e-05
950200,22/08/2017,22/08/2017,936,123460,30-34,M,10,13,15,1217.0,0,0.0,1.0,1.0,0.0
950224,22/08/2017,22/08/2017,936,123464,40-44,M,20,21,23,2367.0,2,2.839999914,1.0,1.0,0.0008449514152936206
950326,22/08/2017,22/08/2017,936,123481,35-39,M,16,19,22,6607.0,1,1.320000052,2.0,0.0,0.00015135462388375965
950345,23/08/2017,23/08/2017,936,123484,30-34,M,64,66,65,616.0,0,0.0,1.0,0.0,0.0
950452,23/08/2017,23/08/2017,936,123502,45-49,M,16,22,22,5537.0,1,1.519999981,1.0,0.0,0.00018060321473722233
950463,19/08/2017,19/08/2017,936,123504,45-49,M,15,19,18,818.0,0,0.0,1.0,0.0,0.0
950495,19/08/2017,19/08/2017,936,123509,45-49,M,21,25,25,1909.0,1,0.980000019,1.0,0.0,0.0005238344683080147
950521,18/08/2017,18/08/2017,936,123514,30-34,M,21,27,25,351.0,0,0.0,1.0,0.0,0.0
